country_or_area,year,quantity,category,transaction_type,additional_transaction_info,metrics,calculation_unit
Viet Nam,2002,2901.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2001,2771.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2000,3767.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1999,2862.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1998,2142.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1997,1821.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1996,1793.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1995,1712.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1994,1548.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1993,1663.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1992,1614.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1991,1548.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1990,1516.0,bagasse,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2014,5186.82,bagasse,final consumption,,metric tons,thousand
Viet Nam,2013,5074.49644,bagasse,final consumption,,metric tons,thousand
Viet Nam,2012,4621.3923,bagasse,final consumption,,metric tons,thousand
Viet Nam,2011,3437.54612,bagasse,final consumption,,metric tons,thousand
Viet Nam,2010,2774.423,bagasse,final consumption,,metric tons,thousand
Viet Nam,2009,3157.70446,bagasse,final consumption,,metric tons,thousand
Viet Nam,2008,3194.8,bagasse,final consumption,,metric tons,thousand
Viet Nam,2007,3751.84924,bagasse,final consumption,,metric tons,thousand
Viet Nam,2006,3244.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2005,2851.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2004,3488.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2003,3179.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2002,2901.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2001,2771.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2000,3767.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1999,2862.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1998,2142.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1997,1821.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1996,1793.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1995,1712.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1994,1548.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1993,1663.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1992,1614.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1991,1548.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,1990,1516.0,bagasse,final consumption,,metric tons,thousand
Viet Nam,2014,5186.82,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2013,5074.49644,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2012,4621.3923,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2011,3437.54612,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2010,2774.423,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2009,3157.70446,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2008,3194.8,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2007,3751.84924,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2006,3244.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2005,2851.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2004,3488.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2003,3179.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2002,2901.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2001,2771.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2000,3767.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1999,2862.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1998,2142.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1997,1821.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1996,1793.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1995,1712.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1994,1548.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1993,1663.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1992,1614.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1991,1548.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,1990,1516.0,bagasse,final energy consumption,,metric tons,thousand
Viet Nam,2014,5186.82,bagasse,production,,metric tons,thousand
Viet Nam,2013,5074.49644,bagasse,production,,metric tons,thousand
Viet Nam,2012,4621.3923,bagasse,production,,metric tons,thousand
Viet Nam,2011,3437.54612,bagasse,production,,metric tons,thousand
Viet Nam,2010,2774.423,bagasse,production,,metric tons,thousand
Viet Nam,2009,3157.70446,bagasse,production,,metric tons,thousand
Viet Nam,2008,3194.8,bagasse,production,,metric tons,thousand
Viet Nam,2007,3751.84924,bagasse,production,,metric tons,thousand
Viet Nam,2006,3244.0,bagasse,production,,metric tons,thousand
Viet Nam,2005,2851.0,bagasse,production,,metric tons,thousand
Viet Nam,2004,3488.0,bagasse,production,,metric tons,thousand
Viet Nam,2003,3179.0,bagasse,production,,metric tons,thousand
Viet Nam,2002,2901.0,bagasse,production,,metric tons,thousand
Viet Nam,2001,2771.0,bagasse,production,,metric tons,thousand
Viet Nam,2000,3767.0,bagasse,production,,metric tons,thousand
Viet Nam,1999,2862.0,bagasse,production,,metric tons,thousand
Viet Nam,1998,2142.0,bagasse,production,,metric tons,thousand
Viet Nam,1997,1821.0,bagasse,production,,metric tons,thousand
Viet Nam,1996,1793.0,bagasse,production,,metric tons,thousand
Viet Nam,1995,1712.0,bagasse,production,,metric tons,thousand
Viet Nam,1994,1548.0,bagasse,production,,metric tons,thousand
Viet Nam,1993,1663.0,bagasse,production,,metric tons,thousand
Viet Nam,1992,1614.0,bagasse,production,,metric tons,thousand
Viet Nam,1991,1548.0,bagasse,production,,metric tons,thousand
Viet Nam,1990,1516.0,bagasse,production,,metric tons,thousand
Viet Nam,2014,5186.82,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2013,5074.49644,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2012,4621.3923,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2011,3437.54612,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2010,2774.423,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2009,3157.70446,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2008,3194.8,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2007,3751.84924,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2006,3244.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2005,2851.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2004,3488.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2003,3179.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2002,2901.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2001,2771.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2000,3767.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1999,2862.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1998,2142.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1997,1821.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1996,1793.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1995,1712.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1994,1548.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1993,1663.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1992,1614.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1991,1548.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,1990,1516.0,bagasse,total energy supply,,metric tons,thousand
Viet Nam,2014,244000.0,brown_coal,,,metric tons,thousand
Viet Nam,2014,200120000.0,brown_coal,total known reserves,,metric tons,thousand
Viet Nam,2014,200120000.0,brown_coal,total resources in place,,metric tons,thousand
Viet Nam,2014,608.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2013,601.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2012,595.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2011,589.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2010,583.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2009,577.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2008,571.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,consumption by households,,metric tons,thousand
Viet Nam,2014,608.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2013,601.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2012,595.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2011,589.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2010,583.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2009,577.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2008,571.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,consumption by other,,metric tons,thousand
Viet Nam,2014,5.0,charcoal,exports,,metric tons,thousand
Viet Nam,2013,5.0,charcoal,exports,,metric tons,thousand
Viet Nam,2012,5.0,charcoal,exports,,metric tons,thousand
Viet Nam,2011,4.0,charcoal,exports,,metric tons,thousand
Viet Nam,2010,5.0,charcoal,exports,,metric tons,thousand
Viet Nam,2009,5.0,charcoal,exports,,metric tons,thousand
Viet Nam,2008,6.0,charcoal,exports,,metric tons,thousand
Viet Nam,2014,608.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2013,601.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2012,595.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2011,589.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2010,583.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2009,577.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2008,571.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,final consumption,,metric tons,thousand
Viet Nam,2014,608.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2013,601.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2012,595.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2011,589.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2010,583.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2009,577.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2008,571.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,final energy consumption,,metric tons,thousand
Viet Nam,2014,363.0,charcoal,imports,,metric tons,thousand
Viet Nam,2013,583.0,charcoal,imports,,metric tons,thousand
Viet Nam,2012,1244.0,charcoal,imports,,metric tons,thousand
Viet Nam,2011,186.0,charcoal,imports,,metric tons,thousand
Viet Nam,2010,6.0,charcoal,imports,,metric tons,thousand
Viet Nam,2009,12.0,charcoal,imports,,metric tons,thousand
Viet Nam,2008,148.0,charcoal,imports,,metric tons,thousand
Viet Nam,2014,608.0,charcoal,production,,metric tons,thousand
Viet Nam,2013,601.0,charcoal,production,,metric tons,thousand
Viet Nam,2012,595.0,charcoal,production,,metric tons,thousand
Viet Nam,2011,589.0,charcoal,production,,metric tons,thousand
Viet Nam,2010,583.0,charcoal,production,,metric tons,thousand
Viet Nam,2009,577.0,charcoal,production,,metric tons,thousand
Viet Nam,2008,571.0,charcoal,production,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,production,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,production,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,production,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,production,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,production,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,production,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,production,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,production,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,production,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,production,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,production,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,production,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,production,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,production,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,production,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,production,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,production,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,production,,metric tons,thousand
Viet Nam,2014,966.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2013,1179.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2012,1834.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2011,771.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2010,584.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2009,584.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2008,713.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2007,565.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2006,559.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2005,553.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2004,547.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2003,540.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2002,534.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2001,528.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2000,521.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1999,514.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1998,526.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1997,515.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1996,505.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1995,482.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1994,439.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1993,430.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1992,422.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1991,413.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,1990,404.0,charcoal,total energy supply,,metric tons,thousand
Viet Nam,2014,532.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2013,507.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2012,507.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2011,460.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2010,455.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2009,477.0,conventional_crude_oil,energy industries own use,,metric tons,thousand
Viet Nam,2014,9306.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2013,8568.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2012,9458.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2011,8240.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2010,8072.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2009,13373.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2008,13752.3,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2007,15062.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2006,16442.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2005,17967.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2004,19501.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2003,17413.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2002,16876.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2001,16732.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2000,15423.5,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1999,14882.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1998,12145.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1997,9638.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1996,8705.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1995,7652.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1994,6901.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1993,6312.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1992,5446.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1991,3917.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,1990,2655.0,conventional_crude_oil,exports,,metric tons,thousand
Viet Nam,2014,704.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2013,1312.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2012,728.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2011,629.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2010,492.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2009,0.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2008,0.0,conventional_crude_oil,imports,,metric tons,thousand
Viet Nam,2014,532.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2013,507.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2012,507.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2011,460.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2010,455.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2009,477.0,conventional_crude_oil,own use by oil refineries,,metric tons,thousand
Viet Nam,2014,17392.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2013,16705.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2012,16739.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2011,15185.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2010,15014.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2009,16360.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2008,14904.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2007,15920.0,conventional_crude_oil,production,,metric tons,thousand
Viet Nam,2006,16800.0,conventional_crude_oil,production,,metric tons,thousand
